,text
46,{'Best Actress': 'Best Actress'}
290,{'best dressed of the week': 'GoldenGlobes'}
961,{'best dressed of the week': 'GoldenGlobes'}
1189,{'Best Actress nominee Jennifer Lawrence wears red Dior': 'GoldenGlobes'}
2688,{'BEST ACTOR': 'ANDREW LINCOLN'}
3062,{'Best supporting actress nominee Sofia Vergara is': 'Sofia Vergara'}
5207,{'best actor award would expose lack of focus on women in leading roles': 'GoldenGlobes'}
7386,"{'Best Song ""': 'GoldenGlobes'}"
7766,"{'Best Song ""': 'GoldenGlobes'}"
21575,{'Best Original Song': 'Jon Bon Jovi'}
22221,{'best bit ever': 'Amy Poehler'}
22307,{'Best Mini - Series': 'GoldenGlobes'}
23572,{'Best awards moment ever': 'Amy Poehler'}
23644,{'best comedy / musical nominee': 'GoldenGlobes'}
23697,{'best miniseries': 'Jessica Lange'}
23786,{'best motion picture': 'GoldenGlobes'}
24623,{'Best T': 'Catherine Zeta Jones'}
24953,{'Best awards moment ever': 'Amy Poehler'}
25812,{'Best T': 'Catherine Zeta Jones'}
26462,{'Best T': 'Catherine Zeta Jones'}
29021,{'best male actor ( drama': 'GoldenGlobes'}
29129,{'Best Actor TV Series': 'Best Actor TV Series'}
30006,{'best TV actor': 'Si Robertson'}
30681,{'best dressed nominee': 'Kate Hudson'}
31365,"{'Best Song ""': 'GoldenGlobes'}"
32677,{'best drama series': 'Globe'}
32883,{'best nominee to not': 'GoldenGlobes'}
33805,{'best supporting actress at the the golden globes': 'Selena Gomez'}
33835,{'Best show on TV not nominated': 'Golden Globes'}
34415,{'Best TV Drama': 'Best TV Drama'}
34469,"{'Best Animated Film "" and': 'Best Animated Film'}"
34700,"{'Best Animated Film "" and': 'Best Animated Film'}"
34752,{'Best T': 'Catherine Zeta Jones'}
34798,"{'Best Animated Film "" and': 'Best Animated Film'}"
34890,"{'Best Animated Film "" and': 'Best Animated Film'}"
35094,"{'Best Animated Film "" and': 'Best Animated Film'}"
35099,"{'Best Animated Film "" and': 'Best Animated Film'}"
35562,{'best season of television ever in 2012': 'GoldenGlobes'}
35839,"{'Best Animated Film "" and': 'Best Animated Film'}"
35843,{'best supporting actress at the the golden globes': 'Selena Gomez'}
35846,{'best supporting actress at the the golden globes': 'Selena Gomez'}
35946,"{'Best Animated Film "" and': 'Best Animated Film'}"
36978,{'Best Original Song': 'Best Original Song'}
37224,{'Best musical score just': 'GoldenGlobes'}
37568,{'Best Drama': 'Newsroom'}
38575,{'best actress in a drama series': 'GoldenGlobes'}
39292,{'best original song': 'Adele'}
40657,"{'Best Animated Film "" and': 'Best Animated Film'}"
41529,{'best friends': 'Adele'}
41691,"{'Best Original Song in a Motion Picture ""': 'ActofValor'}"
49110,{'best dressed nominee': 'GoldenGlobes'}
49554,{'best dressed': 'GoldenGlobes'}
52392,{'Best Picture nominee Lincoln': 'Bill Clinton'}
52692,{'Best Picture nominee Lincoln': 'Bill Clinton'}
52734,{'Best Picture nominee Lincoln': 'Bill Clinton'}
52945,{'Best Picture nominee Lincoln': 'Bill Clinton'}
52976,{'Best Picture nominee Lincoln': 'Bill Clinton'}
53309,{'Best Picture nominee Lincoln': 'Bill Clinton'}
53564,{'Best Picture nominee Lincoln': 'Bill Clinton'}
53661,{'best picture nominee at': 'Bill Clinton'}
53665,{'Best Actor': 'Tina Fey'}
53874,{'best picture nominee at': 'Bill Clinton'}
54010,{'Best Actor': 'Tina Fey'}
54095,{'Best Actor': 'Tina Fey'}
54101,{'Best Picture nominee': 'Clinton'}
54115,{'Best Picture nominee Lincoln': 'Bill Clinton'}
54153,{'Best Actor': 'Tina Fey'}
54156,{'Best Picture nominee Lincoln': 'Bill Clinton'}
54177,{'Best Picture nominee Lincoln': 'Bill Clinton'}
54221,{'Best Picture nominee Lincoln': 'Best Picture'}
54346,{'Best Picture nominee Lincoln': 'Bill Clinton'}
54437,{'Best Actor': 'Damian Fransisco'}
54769,{'Best Picture nominee Lincoln': 'Bill Clinton'}
54958,{'Best Picture nominee Lincoln': 'Bill Clinton'}
55080,{'Best Picture nominee Lincoln': 'Bill Clinton'}
55374,{'best motion picture nominee': 'Clinton'}
55685,{'Best Picture nominee Lincoln': 'Bill Clinton'}
55788,{'best picture nominee at': 'Bill Clinton'}
56075,"{'Best Animated Film "" and': 'Best Animated Film'}"
56130,{'Best Picture nominee Lincoln': 'Bill Clinton'}
56517,{'Best Picture nominee Lincoln': 'Bill Clinton'}
56778,{'Best Picture nominee Lincoln': 'Bill Clinton'}
57893,{'Best Picture nominee Lincoln': 'Bill Clinton'}
59006,{'Best nominee intro Kristen Wig and Will Ferrell': 'Kristen Wig'}
59177,{'Best Motion Picture - Drama': 'Clinton'}
59266,{'Best Actress': 'NONE'}
59591,{'best nominee introductions ever': 'BestActress'}
60892,{'Best Picture nominee Lincoln': 'Bill Clinton'}
61727,{'Best Actress Comedy Or Musical': 'Jennifer Lawrence'}
62305,{'best acceptance speech ever': 'Jennifer Lawrence'}
62458,{'Best Actor': 'Tina Fey'}
62802,"{'Best Animated Film "" and': 'Best Animated Film'}"
62896,{'Best Picture nominee Lincoln': 'Bill Clinton'}
63119,{'Best Picture nominee Lincoln': 'Bill Clinton'}
63155,{'Best Picture nominee Lincoln': 'Bill Clinton'}
65603,{'best picture nominee at': 'Bill Clinton'}
66030,{'best film ( drama': 'GoldenGlobes'}
66396,{'best nominee in this category': 'Schmidt'}
67632,{'best picture but I': 'GoldenGlobes'}
67834,"{""best house slave I ' ve ever seen"": 'Sam Jackson'}"
67926,{'Best Picture Golden Globe': 'Tarantino'}
70556,{'best film ( drama': 'GoldenGlobes'}
73187,{'Best Picture nominee Lincoln': 'Bill Clinton'}
73704,{'Best Picture nominee Lincoln': 'Bill Clinton'}
74053,{'best director considering Les Mis': 'Tom Hooper'}
75104,"{'Best Animated Film "" and': 'Best Animated Film'}"
76784,"{'Best Animated Film "" and': 'Best Animated Film'}"
77479,{'best - dressed nominee': 'Amanda Seyfried'}
78083,{'best film nominee': 'Jeremy Irons'}
78159,{'best dramatic role during comedy at a musical or awards show': 'Tommy Lee Jones'}
79273,"{'Best Animated Film "" and': 'Best Animated Film'}"
80896,"{'Best Animated Film "" and': 'Best Animated Film'}"
81614,{'Best Drama': 'Newsroom'}
83217,{'Best Picture in the Oscars': 'Amour'}
86634,{'best dressed nominee': 'Jlo'}
89468,"{'Best Animated Film "" & amp': 'Best Animated Film "" & amp'}"
89690,"{'Best Animated Film "" & amp': 'Best Animated Film "" & amp'}"
89934,"{'Best Animated Film "" & amp': 'Best Animated Film "" & amp'}"
90086,{'Best Picture nominee Lincoln': 'Bill Clinton'}
90735,{'Best Actress TV series / Drama': 'Claire Danes Best Actress TV'}
92805,"{'Best Group of Bad Asses in a Motion Picture ""': 'Best Group of Bad Asses'}"
92970,{'best drama nominee': 'GoldenGlobes'}
93324,{'Best Animated film': 'Brave'}
94649,{'Best nominee cutaway of the night': 'Amy Poehler'}
94664,{'Best nominee cutaway of the night': 'Amy Poehler'}
94736,{'Best nominee cutaway of the night': 'Amy Poehler'}
94751,{'Best nominee cutaway of the night': 'Amy Poehler'}
94755,{'Best nominee cutaway of the night': 'Amy Poehler'}
94858,{'Best nominee cutaway of the night': 'Amy Poehler'}
94998,{'Best nominee cutaway of the night': 'Amy Poehler'}
95088,{'Best nominee cutaway of the night': 'Amy Poehler'}
95133,{'Best Actress TV series / Drama': 'Claire Danes Best Actress TV'}
95274,{'Best Picture nominee Lincoln': 'Bill Clinton'}
95337,{'Best nominee cutaway of the night': 'Amy Poehler'}
95413,{'Best nominee cutaway of the night': 'Amy Poehler'}
95470,{'Best nominee cutaway of the night': 'Amy Poehler'}
95472,{'Best nominee cutaway of the night': 'Amy Poehler'}
95521,{'Best nominee cutaway of the night': 'Amy Poehler'}
95670,{'Best nominee cutaway of the night': 'Amy Poehler'}
96233,{'Best nominee cutaway of the night': 'Amy Poehler'}
96485,{'Best nominee cutaway of the night': 'Amy Poehler'}
96527,{'Best nominee cutaway of the night': 'Amy Poehler'}
96957,{'Best nominee cutaway of the night': 'Amy Poehler'}
97091,{'Best nominee cutaway of the night': 'Amy Poehler'}
97355,{'Best nominee cutaway of the night': 'Amy Poehler'}
97367,{'Best nominee cutaway of the night': 'Amy Poehler'}
97490,{'Best nominee cutaway of the night': 'Amy Poehler'}
97573,{'Best nominee cutaway of the night': 'Amy Poehler'}
97657,{'Best nominee cutaway of the night': 'Amy Poehler'}
97767,{'Best nominee cutaway of the night': 'Amy Poehler'}
97807,{'Best nominee cutaway of the night': 'Amy Poehler'}
98023,{'Best nominee cutaway of the night': 'Amy Poehler'}
98162,"{""best actress at next year 's Golden Globes lol"": 'Mhissy'}"
98574,"{'Best Animated Film "" & amp': 'Best Animated Film "" & amp'}"
99217,{'Best nominee cutaway of the night': 'Amy Poehler'}
99499,{'Best Picture nominee Lincoln': 'Bill Clinton'}
101445,{'Best Animated Feature at the': 'ParaNorman'}
103248,{'Best supporting actress nominee Sofia Vergara is': 'Sofia Vergara'}
105412,{'Best Original Song': 'Jon Bon Jovi'}
110355,"{'best Mini - series': ""Jodie Foster 's""}"
111146,{'best show on tv': 'GoldenGlobes'}
111840,{'Best of luck in the future to all others': 'GoldenGlobes'}
111987,{'Best Directors nominee list the Oscars SHOULD have had': 'the Oscars SHOULD'}
112227,{'Best Director Oscar and just': 'Ben Affleck'}
112510,"{""Best Director awards and the Academy Awards did n't even"": 'Ben Affleck'}"
112753,{'best director': 'Non - Oscar'}
112794,{'Best Director at the': 'Ben Affleck'}
113297,{'Best Animated Feature Film - Brave': 'AskGlobes'}
113313,{'Best Director': 'Ben Affleck'}
113349,{'best director': 'Ben Affleck'}
114756,{'Best Director Award': 'Ben Affleck'}
114848,{'best director': 'Ben Affleck'}
115521,{'best director at the': 'Ben Affleck'}
115583,"{""best director and you did n't even"": 'Ben Affleck'}"
115748,"{""Best Director ... a category he 's not nominated in at the Oscars"": 'Ben Affleck'}"
115764,"{""Best Director ... a category he 's not nominated in at the Oscars"": 'Ben Affleck'}"
115838,"{""Best Director ... a category he 's not nominated in at the Oscars"": 'Ben Affleck'}"
116056,"{""Best Director ... a category he 's not nominated in at the Oscars"": 'Ben Affleck'}"
116211,{'best director in the': 'Ben Affleck'}
116435,"{""Best Director ... a category he 's not nominated in at the Oscars"": 'Ben Affleck'}"
116571,{'Best Director': 'Ben Affleck'}
116931,"{""Best Director ... a category he 's not nominated in at the Oscars"": 'Ben Affleck'}"
117167,{'best director': 'Ben Affleck'}
117505,{'Best Comedy': 'Smash'}
117509,"{""Best Director ... a category he 's not nominated in at the Oscars"": 'Ben Affleck'}"
117775,"{""Best Director ... a category he 's not nominated in at the Oscars"": 'Ben Affleck'}"
118289,"{""Best Director ... a category he 's not nominated in at the Oscars"": 'Ben Affleck'}"
118438,{'best director at the golden globes': 'ben afleck'}
118930,{'best actress with': 'HAPPY'}
119189,{'Best Director': 'he'}
119454,{'Best Director award': 'Oscar'}
119627,"{""Best Director ... a category he 's not nominated in at the Oscars"": 'Ben Affleck'}"
121483,{'Best Picture': 'GoldenGlobes'}
124709,"{""Best Director ... a category he 's not nominated in at the Oscars"": 'Ben Affleck'}"
125022,{'Best Original Song': 'Jon Bon Jovi'}
127667,{'Best Actor Academy Award': 'Jeremy Renner'}
127951,{'best comedy': 'GoldenGlobes'}
130465,{'best song in a motion picture': 'Black Coffins'}
132024,{'best narration in a hockey - based reality show': 'GoldenGlobes'}
132892,{'Best Actress - Musical or Comedy': 'Best Actress - Musical'}
134299,{'Best Motion Picture Comedy or Musical': 'Les Miserables'}
134360,"{""Best Director is n't even nominated"": 'Oscar'}"
135818,{'Best Song': 'Safe &'}
136246,"{""best poor man 's The Untouchables"": 'Gangster Squad'}"
138204,{'Best Picture': 'Django Unchained'}
138468,{'best picture': 'Argo'}
138814,{'best motion picture drama': 'Ben Affleck'}
140047,"{""Best Motion Picture Drama yet it was n't nominated"": 'Argo'}"
141486,"{""best director at the people 's choice & amp"": 'Ben Affleck'}"
142519,{'Best Picture at the Golden Globes but is not even': 'Argo'}
142860,{'best dir at': 'Ben Affleck'}
145831,{'best drama': 'it'}
146955,{'Best Director': 'Ang Lee'}
149622,{'best foreign film': 'Cajas'}
150382,{'best foreign film': 'Cajas'}
150449,{'best foreign film': 'Cajas'}
152259,{'Best Motion Picture Comedy or Musical': 'Les Miserables'}
152549,{'Best nominee cutaway of the night': 'Amy Poehler'}
152706,{'best foreign film': 'Cajas'}
